00:00:01:108:510,2,0CF00400,0CF00400,CAN - EXT,8,21 7D 7D D2 27 00 0F 7D,Rx,
00:00:01:116:160,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:01:121:130,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:126:180,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 8C 27 F0 CC FF,Rx,
00:00:01:128:630,2,0CF00400,0CF00400,CAN - EXT,8,21 7D 7D 41 27 00 0F 7D,Rx,
00:00:01:131:160,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 7D FF,Rx,
00:00:01:136:160,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:01:136:740,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:146:180,2,18FEF100,18FEF100,CAN - EXT,8,FC 88 08 00 00 5D 00 00,Rx,
00:00:01:148:680,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D C1 26 00 0F 7D,Rx,
00:00:01:156:170,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:01:168:540,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D 39 26 00 0F 7D,Rx,
00:00:01:171:160,2,18FEF200,18FEF200,CAN - EXT,8,0A 00 F2 20 7D 06 FF FF,Rx,
00:00:01:173:450,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:176:300,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:01:181:120,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1B FF,Rx,
00:00:01:183:480,2,18FEBF0B,18FEBF0B,CAN - EXT,8,F0 08 8A 70 7C 68 FF FF,Rx,
00:00:01:188:630,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D A8 25 00 0F 7D,Rx,
00:00:01:191:160,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:196:180,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:01:208:520,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D 23 25 00 0F 7D,Rx,
00:00:01:216:180,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:01:221:150,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:226:230,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF DB 24 F0 CC FF,Rx,
00:00:01:228:640,2,0CF00400,0CF00400,CAN - EXT,8,11 7D 7D 8B 24 00 0F 7D,Rx,
00:00:01:231:180,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 7E FF,Rx,
00:00:01:236:180,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:01:236:770,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:246:210,2,18FEF100,18FEF100,CAN - EXT,8,FC 74 08 00 00 5D 00 00,Rx,
00:00:01:248:630,2,0CF00400,0CF00400,CAN - EXT,8,31 7D 7D 10 24 00 0F 7D,Rx,
00:00:01:256:190,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:01:268:570,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D 91 23 00 0F 7D,Rx,
00:00:01:271:190,2,18FEF200,18FEF200,CAN - EXT,8,00 00 FF 7F 7D 06 FF FF,Rx,
00:00:01:273:710,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:276:350,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:01:281:150,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 1D FF,Rx,
00:00:01:283:720,2,18FEBF0B,18FEBF0B,CAN - EXT,8,D0 08 86 74 7C 64 FF FF,Rx,
00:00:01:288:650,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D 04 23 00 0F 7D,Rx,
00:00:01:291:200,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:296:210,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:01:308:550,2,0CF00400,0CF00400,CAN - EXT,8,11 7D 7D 80 22 00 0F 7D,Rx,
00:00:01:316:210,2,18FEDF00,18FEDF00,CAN - EXT,8,86 A0 28 7D FB FF FF FF,Rx,
00:00:01:321:170,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:326:290,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 44 22 F0 CC FF,Rx,
00:00:01:328:710,2,0CF00400,0CF00400,CAN - EXT,8,11 7D 7D FC 21 00 0F 7D,Rx,
00:00:01:331:210,2,0CF00300,0CF00300,CAN - EXT,8,D1 00 00 FF FF FF 80 FF,Rx,
00:00:01:336:230,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:336:820,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:346:200,2,18FEF100,18FEF100,CAN - EXT,8,FC 60 08 00 00 5D 00 00,Rx,
00:00:01:348:650,2,0CF00400,0CF00400,CAN - EXT,8,11 7D 7D 7C 21 00 0F 7D,Rx,
00:00:01:356:220,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:368:590,2,0CF00400,0CF00400,CAN - EXT,8,01 7D 7D FC 20 00 0F 7D,Rx,
00:00:01:371:240,2,18FEF200,18FEF200,CAN - EXT,8,00 00 FF 7F 7D 06 FF FF,Rx,
00:00:01:373:960,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:376:340,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:381:190,2,0CF00300,0CF00300,CAN - EXT,8,D1 06 00 FF FF FF 80 FF,Rx,
00:00:01:383:970,2,18FEBF0B,18FEBF0B,CAN - EXT,8,B0 08 86 74 7E 68 FF FF,Rx,
00:00:01:388:710,2,0CF00400,0CF00400,CAN - EXT,8,41 85 84 77 20 00 0F 85,Rx,
00:00:01:391:240,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:396:240,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:401:330,2,18FD7C00,18FD7C00,CAN - EXT,8,F8 83 00 00 C3 0F E3 FF,Rx,
00:00:01:408:630,2,0CF00400,0CF00400,CAN - EXT,8,51 85 85 FC 1F 00 0F 85,Rx,
00:00:01:412:460,2,18FECA00,18FECA00,CAN - EXT,8,00 FF 00 00 00 00 FF FF,Rx,
00:00:01:416:240,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:421:200,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:426:270,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF EA 1F F0 CC FF,Rx,
00:00:01:428:730,2,0CF00400,0CF00400,CAN - EXT,8,61 86 85 EC 1F 00 0F 86,Rx,
00:00:01:431:230,2,0CF00300,0CF00300,CAN - EXT,8,D1 07 0B FF FF FF 80 FF,Rx,
00:00:01:436:240,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:436:820,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:446:230,2,18FEF100,18FEF100,CAN - EXT,8,FC 6C 08 00 00 5D 00 00,Rx,
00:00:01:448:690,2,0CF00400,0CF00400,CAN - EXT,8,71 86 85 D3 1F 00 0F 86,Rx,
00:00:01:456:320,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:468:630,2,0CF00400,0CF00400,CAN - EXT,8,01 86 86 E5 1F 00 0F 86,Rx,
00:00:01:471:240,2,18FEF200,18FEF200,CAN - EXT,8,00 00 FF 7F 7D 06 FF FF,Rx,
00:00:01:474:210,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:476:400,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:481:200,2,0CF00300,0CF00300,CAN - EXT,8,D1 08 0C FF FF FF 80 FF,Rx,
00:00:01:481:790,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 71 5A 7D FF FA,Rx,
00:00:01:484:240,2,18FEBF0B,18FEBF0B,CAN - EXT,8,B0 08 88 72 7C 6C FF FF,Rx,
00:00:01:488:750,2,0CF00400,0CF00400,CAN - EXT,8,11 86 86 D8 1F 00 0F 86,Rx,
00:00:01:491:260,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:496:260,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:506:280,2,18FEF600,18FEF600,CAN - EXT,8,FF 06 54 FF FF FF FF FF,Rx,
00:00:01:508:700,2,0CF00400,0CF00400,CAN - EXT,8,11 86 86 C8 1F 00 0F 86,Rx,
00:00:01:516:270,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:521:230,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:526:320,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF C4 1F F0 CC FF,Rx,
00:00:01:526:910,2,18FDB400,18FDB400,CAN - EXT,8,AC 29 FF FF FF FF FF FF,Rx,
00:00:01:528:820,2,0CF00400,0CF00400,CAN - EXT,8,11 86 86 BD 1F 00 0F 86,Rx,
00:00:01:531:260,2,0CF00300,0CF00300,CAN - EXT,8,D1 08 0C FF FF FF 80 FF,Rx,
00:00:01:536:270,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:536:850,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:546:250,2,18FEF100,18FEF100,CAN - EXT,8,FC 94 08 00 00 5D 00 00,Rx,
00:00:01:548:830,2,0CF00400,0CF00400,CAN - EXT,8,21 86 86 B7 1F 00 0F 86,Rx,
00:00:01:551:350,2,18FEF700,18FEF700,CAN - EXT,8,FF FF FF FF 17 01 FF FF,Rx,
00:00:01:551:920,2,18FDB300,18FDB300,CAN - EXT,8,40 29 FF FF FF FF FF FF,Rx,
00:00:01:556:280,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:568:690,2,0CF00400,0CF00400,CAN - EXT,8,21 86 86 9A 1F 00 0F 86,Rx,
00:00:01:571:280,2,18FEF200,18FEF200,CAN - EXT,8,30 00 00 07 7D 06 FF FF,Rx,
00:00:01:571:840,2,18FEEE00,18FEEE00,CAN - EXT,8,5A FF 77 28 FF FF FF FF,Rx,
00:00:01:574:470,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:576:410,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:581:250,2,0CF00300,0CF00300,CAN - EXT,8,D1 09 0C FF FF FF 82 FF,Rx,
00:00:01:584:480,2,18FEBF0B,18FEBF0B,CAN - EXT,8,B0 08 86 74 78 6A FF FF,Rx,
00:00:01:588:790,2,0CF00400,0CF00400,CAN - EXT,8,31 86 86 AC 1F 00 0F 86,Rx,
00:00:01:591:290,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:596:310,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:596:920,2,18FEE400,18FEE400,CAN - EXT,8,FF 3F FC FC 00 7F FF FF,Rx,
00:00:01:608:700,2,0CF00400,0CF00400,CAN - EXT,8,41 86 86 B6 1F 00 0F 86,Rx,
00:00:01:616:290,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:621:270,2,18FEBD00,18FEBD00,CAN - EXT,8,00 F0 FF FF FF FF FF FF,Rx,
00:00:01:621:860,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:626:340,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF B8 1F F0 CC FF,Rx,
00:00:01:628:850,2,0CF00400,0CF00400,CAN - EXT,8,01 87 87 BC 1F 00 0F 87,Rx,
00:00:01:631:310,2,0CF00300,0CF00300,CAN - EXT,8,D1 0B 0D FF FF FF 80 FF,Rx,
00:00:01:636:300,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:636:890,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:641:280,2,18E0FF00,18E0FF00,CAN - EXT,8,00 FF FF FF FF FF FF FF,Rx,
00:00:01:646:310,2,18FEF100,18FEF100,CAN - EXT,8,FC 98 08 00 00 5D 00 00,Rx,
00:00:01:648:790,2,0CF00400,0CF00400,CAN - EXT,8,71 87 87 BD 1F 00 0F 87,Rx,
00:00:01:656:310,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:661:280,2,18FEF500,18FEF500,CAN - EXT,8,C8 FF FF FF FF FF FF FF,Rx,
00:00:01:668:700,2,0CF00400,0CF00400,CAN - EXT,8,31 88 88 D9 1F 00 0F 88,Rx,
00:00:01:671:290,2,18FEF200,18FEF200,CAN - EXT,8,41 00 44 05 7E 06 FF FF,Rx,
00:00:01:674:760,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:676:450,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:681:260,2,0CF00300,0CF00300,CAN - EXT,8,D1 10 10 FF FF FF 80 FF,Rx,
00:00:01:684:760,2,18FEBF0B,18FEBF0B,CAN - EXT,8,80 08 87 73 7F 69 FF FF,Rx,
00:00:01:688:790,2,0CF00400,0CF00400,CAN - EXT,8,61 88 88 D3 1F 00 0F 88,Rx,
00:00:01:691:320,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:696:330,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:706:290,2,18FEC100,18FEC100,CAN - EXT,8,5C 90 42 02 F2 92 42 02,Rx,
00:00:01:708:770,2,0CF00400,0CF00400,CAN - EXT,8,01 89 89 03 20 00 0F 89,Rx,
00:00:01:716:320,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:721:280,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:726:390,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 10 20 F0 CC FF,Rx,
00:00:01:728:850,2,0CF00400,0CF00400,CAN - EXT,8,21 89 89 22 20 00 0F 89,Rx,
00:00:01:731:380,2,0CF00300,0CF00300,CAN - EXT,8,D1 12 10 FF FF FF 7E FF,Rx,
00:00:01:736:350,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:736:930,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:746:310,2,18FEF100,18FEF100,CAN - EXT,8,FC 94 08 00 00 5D 00 00,Rx,
00:00:01:748:800,2,0CF00400,0CF00400,CAN - EXT,8,31 89 89 40 20 00 0F 89,Rx,
00:00:01:756:350,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:768:740,2,0CF00400,0CF00400,CAN - EXT,8,41 89 89 5D 20 00 0F 89,Rx,
00:00:01:771:320,2,18FEF200,18FEF200,CAN - EXT,8,45 00 F6 04 7D 06 FF FF,Rx,
00:00:01:775:000,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:776:460,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:781:290,2,0CF00300,0CF00300,CAN - EXT,8,D1 13 11 FF FF FF 7E FF,Rx,
00:00:01:785:010,2,18FEBF0B,18FEBF0B,CAN - EXT,8,80 08 87 73 81 69 FF FF,Rx,
00:00:01:786:570,2,18E0FF28,18E0FF28,CAN - EXT,8,FF FF FF FF FF F0 FF FF,Rx,
00:00:01:788:860,2,0CF00400,0CF00400,CAN - EXT,8,11 89 89 81 20 00 0F 89,Rx,
00:00:01:791:420,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:796:350,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:808:800,2,0CF00400,0CF00400,CAN - EXT,8,31 89 89 8B 20 00 0F 89,Rx,
00:00:01:816:350,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:821:310,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:826:400,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF A7 20 F0 CC FF,Rx,
00:00:01:828:880,2,0CF00400,0CF00400,CAN - EXT,8,31 89 89 B7 20 00 0F 89,Rx,
00:00:01:831:340,2,0CF00300,0CF00300,CAN - EXT,8,D1 14 10 FF FF FF 7D FF,Rx,
00:00:01:836:420,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:837:000,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:846:340,2,18FEF100,18FEF100,CAN - EXT,8,FC 90 08 00 00 5D 00 00,Rx,
00:00:01:848:880,2,0CF00400,0CF00400,CAN - EXT,8,41 89 89 D5 20 00 0F 89,Rx,
00:00:01:856:430,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:868:740,2,0CF00400,0CF00400,CAN - EXT,8,51 8A 89 E5 20 00 0F 8A,Rx,
00:00:01:871:380,2,18FEF200,18FEF200,CAN - EXT,8,52 00 2E 04 7D 06 FF FF,Rx,
00:00:01:875:290,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:876:490,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:881:320,2,0CF00300,0CF00300,CAN - EXT,8,D0 15 11 FF FF FF 7D FF,Rx,
00:00:01:885:280,2,18FEBF0B,18FEBF0B,CAN - EXT,8,60 08 87 73 7B 6B FF FF,Rx,
00:00:01:888:810,2,0CF00400,0CF00400,CAN - EXT,8,61 8A 89 EB 20 00 0F 8A,Rx,
00:00:01:891:420,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:896:380,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:908:810,2,0CF00400,0CF00400,CAN - EXT,8,01 8A 8A E3 20 00 0F 8A,Rx,
00:00:01:916:390,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:921:360,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:01:926:430,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF C9 20 F0 CC FF,Rx,
00:00:01:928:860,2,0CF00400,0CF00400,CAN - EXT,8,21 8A 8A C6 20 00 0F 8A,Rx,
00:00:01:931:420,2,0CF00300,0CF00300,CAN - EXT,8,D0 17 11 FF FF FF 7D FF,Rx,
00:00:01:936:390,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:936:980,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:01:946:390,2,18FEF100,18FEF100,CAN - EXT,8,FC 90 08 00 00 5D 00 00,Rx,
00:00:01:948:840,2,0CF00400,0CF00400,CAN - EXT,8,41 8B 8A AC 20 00 0F 8B,Rx,
00:00:01:956:430,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:968:770,2,0CF00400,0CF00400,CAN - EXT,8,61 8B 8A 85 20 00 0F 8B,Rx,
00:00:01:971:380,2,18FEF200,18FEF200,CAN - EXT,8,67 00 52 03 7D 06 FF FF,Rx,
00:00:01:975:510,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:01:976:540,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:01:981:370,2,0CF00300,0CF00300,CAN - EXT,8,D0 19 12 FF FF FF 7B FF,Rx,
00:00:01:981:960,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 70 55 7D FF FA,Rx,
00:00:01:985:520,2,18FEBF0B,18FEBF0B,CAN - EXT,8,70 08 86 74 7E 6C FF FF,Rx,
00:00:01:988:850,2,0CF00400,0CF00400,CAN - EXT,8,71 8B 8A 4F 20 00 0F 8B,Rx,
00:00:01:991:420,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:01:996:400,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:006:400,2,18FEF600,18FEF600,CAN - EXT,8,FF 05 54 FF FF FF FF FF,Rx,
00:00:02:008:850,2,0CF00400,0CF00400,CAN - EXT,8,51 8B 8B 29 20 00 0F 8B,Rx,
00:00:02:016:430,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:021:370,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:02:026:450,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 12 20 F0 CC FF,Rx,
00:00:02:027:060,2,18FDB400,18FDB400,CAN - EXT,8,E0 29 FF FF FF FF FF FF,Rx,
00:00:02:028:950,2,0CF00400,0CF00400,CAN - EXT,8,61 8B 8B E5 1F 00 0F 8B,Rx,
00:00:02:031:430,2,0CF00300,0CF00300,CAN - EXT,8,D0 1A 14 FF FF FF 79 FF,Rx,
00:00:02:036:420,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:037:000,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:02:046:420,2,18FEF100,18FEF100,CAN - EXT,8,FC 8C 08 00 00 5D 00 00,Rx,
00:00:02:048:870,2,0CF00400,0CF00400,CAN - EXT,8,51 8B 8B B2 1F 00 0F 8B,Rx,
00:00:02:051:480,2,18FDB300,18FDB300,CAN - EXT,8,40 29 FF FF FF FF FF FF,Rx,
00:00:02:056:420,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:068:810,2,0CF00400,0CF00400,CAN - EXT,8,51 8B 8B 7C 1F 00 0F 8B,Rx,
00:00:02:071:430,2,18FEF200,18FEF200,CAN - EXT,8,5B 00 BE 03 7D 06 FF FF,Rx,
00:00:02:075:760,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:02:076:550,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:081:390,2,0CF00300,0CF00300,CAN - EXT,8,D0 1B 14 FF FF FF 79 FF,Rx,
00:00:02:085:760,2,18FEBF0B,18FEBF0B,CAN - EXT,8,60 08 87 73 7F 6F FF FF,Rx,
00:00:02:088:900,2,0CF00400,0CF00400,CAN - EXT,8,61 8B 8B 4B 1F 00 0F 8B,Rx,
00:00:02:091:430,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:02:096:430,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:108:840,2,0CF00400,0CF00400,CAN - EXT,8,61 8C 8B 10 1F 00 0F 8C,Rx,
00:00:02:116:440,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:121:400,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:02:126:540,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF FF 1E F0 CC FF,Rx,
00:00:02:128:970,2,0CF00400,0CF00400,CAN - EXT,8,01 8C 8C F4 1E 00 0F 8C,Rx,
00:00:02:131:430,2,0CF00300,0CF00300,CAN - EXT,8,D0 1C 15 FF FF FF 77 FF,Rx,
00:00:02:136:440,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:137:030,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:02:146:460,2,18FEF100,18FEF100,CAN - EXT,8,FC A8 08 00 00 5D 00 00,Rx,
00:00:02:148:910,2,0CF00400,0CF00400,CAN - EXT,8,41 8C 8C C4 1E 00 0F 8C,Rx,
00:00:02:156:470,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:168:840,2,0CF00400,0CF00400,CAN - EXT,8,21 8D 8D B4 1E 00 0F 8D,Rx,
00:00:02:171:440,2,18FEF200,18FEF200,CAN - EXT,8,61 00 8B 03 7D 06 FF FF,Rx,
00:00:02:175:980,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:02:176:570,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:181:450,2,0CF00300,0CF00300,CAN - EXT,8,D0 23 17 FF FF FF 77 FF,Rx,
00:00:02:185:980,2,18FEBF0B,18FEBF0B,CAN - EXT,8,D0 08 86 74 7A 62 FF FF,Rx,
00:00:02:188:850,2,0CF00400,0CF00400,CAN - EXT,8,11 8E 8E BA 1E 00 0F 8E,Rx,
00:00:02:191:490,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:02:196:470,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
00:00:02:208:890,2,0CF00400,0CF00400,CAN - EXT,8,01 8F 8F C9 1E 00 0F 8F,Rx,
00:00:02:216:490,2,18FEDF00,18FEDF00,CAN - EXT,8,85 A0 28 7D FB FF FF FF,Rx,
